my_row_id,Zip_Code,Population,Median_Income,Median_Age,Bachelor_Degree,Total_Education_Population,Graduate_Professional_Degree,White_Alone,Black_Alone,Hispanic_Latino,Employment_Status,Unemployment,Total_Health_Insurance_Coverage,Without_Health_Insurance,Total_Pop_Poverty_Status,Below_Poverty_Level,Median_Home_Value,Median_Gross_Rent,Owner_Occupied_Units,Renter_Occupied_Units,Means_of_Transportation_to_Work,Total_Pop_Marital_Status,Married_Population,ZCTA
27616,78070,18529,99219,47.9,3054,13579,897,15046,506,12479,15371,238,18464,0,18506,1345,432400,1250,6487,587,294810,15567,1926,78070
27617,78071,3837,45426,38.4,628,2918,124,3207,210,1369,3323,57,2628,12,2628,645,142800,917,855,395,27650,3323,922,78071
27618,78072,437,53056,39.1,114,304,22,342,0,148,331,6,437,0,437,70,97400,,120,16,3140,339,58,78072
27619,78073,9219,64375,32.4,1943,5781,328,5228,89,1586,7089,148,9193,78,9179,1103,143400,1029,2173,443,112630,7210,1333,78073
27620,78074,69,,-666667000.0,0,69,0,69,0,0,69,0,69,0,69,0,,,32,0,,69,0,78074
27621,78075,154,,74.5,52,113,3,154,0,154,148,0,154,0,154,35,105300,,71,35,,148,35,78075
27622,78076,13037,34779,30.5,1892,7389,417,6972,13,610,9199,410,12917,35,12880,4953,86300,557,3174,1154,100770,9447,2012,78076
27623,78101,8863,83052,40.9,1400,5928,537,5952,105,4912,6870,101,8853,197,8863,1213,265000,803,2844,339,116640,6916,794,78101
27624,78102,26887,51147,35.4,4138,18921,1497,16786,1979,7588,22412,652,19723,26,19532,4325,113200,991,4706,2474,170380,22673,7267,78102
27625,78104,86,66771,27.1,3,45,0,79,0,0,45,4,86,0,86,7,,,0,25,,45,0,78104
27626,78107,310,,59.5,42,234,36,268,0,135,256,0,310,0,310,66,,,131,49,4490,270,24,78107
27627,78108,46463,111863,35.5,5566,28468,3397,27248,6967,21811,34815,1258,45579,103,46400,1843,282500,1925,12468,2311,603425,35635,5659,78108
27628,78109,52507,81152,33.2,6213,32296,3819,25903,10186,13949,38274,1196,51388,172,52202,5866,219100,1471,13390,4400,627900,39038,6617,78109
27629,78111,0,,-666667000.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,78111
27630,78112,10234,55481,37.4,1678,6711,792,5646,68,2234,7811,429,10234,40,10172,1528,113100,1167,3092,377,121015,8033,1080,78112
27631,78113,2691,87865,45.2,616,1814,144,2135,0,1879,2083,15,2691,2,2691,276,232800,1046,844,207,41535,2117,306,78113
27632,78114,23351,83511,40.8,4858,16343,1463,17272,480,10533,18966,372,22861,64,22838,1720,254900,1051,6874,1375,333550,19295,2750,78114
27633,78116,220,,70.0,133,208,0,175,0,175,208,0,220,0,220,35,270000,,108,0,,220,25,78116
27634,78117,667,84479,40.4,97,454,24,551,0,537,479,0,667,0,667,0,241700,,276,9,5760,491,40,78117
27635,78118,4147,61577,39.3,751,2933,136,2605,232,1344,3588,100,3132,17,3058,625,110900,829,939,264,28055,3641,1114,78118
27636,78119,7147,,35.5,1158,5305,410,4414,687,1681,5874,152,4667,0,4667,1151,129200,962,1035,696,25785,6031,2189,78119
27637,78121,14461,114338,38.9,2391,9647,922,11686,209,9797,11098,251,14338,44,14323,1285,328300,1055,4242,565,229070,11293,1469,78121
27638,78122,207,148125,64.3,75,191,6,96,95,16,207,0,207,0,207,0,257900,,106,17,3180,207,22,78122
27639,78123,2310,92004,46.7,601,1756,171,1504,96,1260,1835,50,2310,12,2310,214,198600,1184,828,125,25350,1926,324,78123
27640,78124,7250,78571,42.5,1649,5139,520,4757,350,3539,6029,132,7224,0,7240,457,237200,1119,2197,355,116080,6127,956,78124
27641,78125,21,24167,74.8,5,18,3,16,0,12,18,0,21,0,21,5,,,12,0,,18,0,78125
27642,78130,91275,82896,35.1,13239,60888,4700,70804,2009,52301,71751,1785,90205,249,90370,5745,276200,1420,22527,12332,1078525,72882,11921,78130
27643,78132,37386,119561,43.3,3927,25871,2144,30377,1098,26236,29371,478,37109,0,37304,1215,504200,1349,11579,2085,440815,29993,3329,78132
27644,78133,22120,78674,49.2,4147,16596,1500,18896,468,16492,18142,311,22082,145,21938,2041,278300,1219,7700,1413,277225,18270,1911,78133
27645,78140,3889,66940,27.6,855,2138,155,2950,21,882,2647,44,3889,28,3883,282,90100,875,862,418,40315,2714,422,78140
27646,78141,850,45104,55.0,309,699,67,749,2,607,749,16,850,3,850,52,70300,975,315,50,10430,757,50,78141
27647,78142,35,36042,80.4,13,35,0,35,0,20,35,0,35,0,35,8,162500,,16,5,,35,0,78142
27648,78143,191,,45.8,76,191,0,47,0,11,191,0,191,0,191,11,,,51,0,,191,68,78143
27649,78144,0,,-666667000.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,78144
27650,78145,81,45313,37.4,24,53,2,69,0,0,53,2,81,0,81,0,,,20,8,,53,2,78145
27651,78146,798,,35.2,111,442,26,453,6,342,521,18,746,0,746,70,125000,1330,112,96,5475,531,90,78146
27652,78147,1709,69917,30.0,313,1017,53,1301,0,695,1235,37,1709,7,1709,55,181300,1137,370,199,20070,1248,158,78147
27653,78148,22236,71368,34.9,3094,14402,1564,14132,2892,9373,16983,567,21729,63,22060,2823,226600,1184,4226,4090,278085,17216,3052,78148
27654,78150,0,,-666667000.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,78150
27655,78151,1592,38225,30.7,248,934,40,1071,46,343,1235,10,1592,5,1570,446,103300,417,401,328,11750,1244,174,78151
27656,78152,2969,113205,41.3,589,2056,184,2405,141,2032,2523,23,2894,29,2960,188,283900,1696,961,101,43535,2592,450,78152
27657,78154,40535,95422,37.5,4433,27786,3273,24169,6040,17854,31881,1182,39319,48,40239,2758,273200,1596,10307,4273,489955,32584,4835,78154
27658,78155,52295,68430,37.5,11617,35511,2362,33275,2898,22694,42202,1030,51491,247,50661,8447,216300,1083,13520,5493,564530,42998,7927,78155
27659,78159,587,32000,43.4,145,420,22,490,0,224,487,24,587,0,587,182,86400,950,202,64,5825,516,117,78159
27660,78160,5008,81649,41.3,806,3343,365,4161,35,2672,4083,65,4977,0,4977,942,183500,1070,1431,286,78955,4255,607,78160
27661,78161,519,52552,32.3,112,266,22,226,0,213,383,49,519,0,498,256,,,148,9,5840,383,0,78161
27662,78162,343,44091,29.8,32,212,23,205,0,191,317,4,343,0,343,0,170800,,86,26,3725,317,25,78162
27663,78163,15389,127650,46.3,2095,11021,798,12704,188,11027,12571,282,15355,0,15355,704,411000,1396,5247,252,181790,12803,1322,78163
27664,78164,3397,58750,44.9,820,2361,228,2211,77,1921,2703,57,3341,23,3323,434,168000,881,1013,271,36360,2703,461,78164
27665,78201,45355,40356,37.7,7409,31008,1939,24219,1082,6126,37112,1291,44781,151,44667,12129,164600,983,8099,8838,429815,37629,8377,78201
27666,78202,9695,39759,39.0,1823,7092,246,4296,1938,1619,8216,528,9532,9,9606,2388,208900,1066,2188,2187,95375,8322,2108,78202
27667,78203,5174,32500,36.5,920,3413,188,2630,597,266,3889,219,5153,18,5114,1706,106800,877,1031,1071,43185,4087,793,78203
27668,78204,11969,47620,34.0,1929,8287,489,6224,194,1524,9650,309,11848,51,11920,2312,117800,1327,2250,2774,117550,9734,2491,78204
27669,78205,1741,36746,44.0,243,1366,109,1246,21,489,1652,50,1722,0,1741,375,600400,1259,97,1137,18205,1652,456,78205
27670,78207,51381,28500,32.7,7676,31936,1429,27340,2468,2751,38201,2337,48148,98,47296,20096,85800,808,7277,9378,404125,38817,9924,78207
27671,78208,4186,23864,33.9,845,2853,242,1997,787,461,3280,182,4079,0,4092,1597,118300,890,626,1234,28805,3336,989,78208
27672,78209,43184,79914,36.9,3405,29412,1692,32562,1519,25033,34941,599,41953,49,41658,3322,468900,1301,9445,10114,391070,35558,6705,78209
27673,78210,33413,50169,35.2,5429,21904,1179,18598,1144,3809,25991,1048,33240,131,33198,8361,142900,1045,6997,5049,304315,26436,6242,78210
27674,78211,31433,50183,36.2,5897,20619,1255,16426,386,1486,24424,957,31433,80,31360,8261,98500,990,6345,3418,354825,24959,6052,78211
27675,78212,26911,58029,38.1,3052,18534,1253,16063,771,8396,23467,955,26155,79,24102,3697,269100,1046,5190,6119,229030,23703,5452,78212
27676,78213,42321,51118,35.3,5859,27601,2204,22571,1384,8177,32896,991,42269,184,42085,8647,188000,1101,7728,8825,404745,33617,6377,78213
27677,78214,22914,38591,36.7,4207,14610,948,13746,68,2564,17912,622,22712,0,22691,5720,110900,891,4717,3287,203375,18322,4119,78214
27678,78215,3231,77725,32.7,110,2686,90,2405,109,1808,3112,112,3017,0,3216,369,461300,1707,98,2109,36995,3112,925,78215
27679,78216,42379,54394,35.1,5380,29290,2772,23947,2637,13180,35230,1004,42142,47,42155,7181,261200,1134,6576,12916,492230,35514,7642,78216
27680,78217,32152,53795,35.6,4317,22262,2643,18032,3286,10100,26582,1051,32040,40,32078,4528,189900,1132,6300,7882,392120,26951,4793,78217
27681,78218,37122,52151,36.1,6657,25298,1892,17818,5688,9084,29286,978,36189,184,36564,7383,165400,1132,6718,7379,374755,29538,6167,78218
27682,78219,16442,49534,33.2,2602,10233,758,6430,4434,2638,12172,561,16409,51,16386,3714,134500,1057,3137,2452,162500,12332,2958,78219
27683,78220,16919,39694,34.8,3044,10396,541,6922,5596,1716,12588,620,16731,81,16606,5977,112600,1137,3323,2729,145385,13003,2839,78220
27684,78221,40272,57209,35.0,7352,25190,1573,24146,515,3695,31205,1159,40086,79,40137,7344,138900,1043,8837,4186,451870,31998,6994,78221
27685,78222,24866,66836,34.9,4607,16574,1307,12697,3717,4332,19420,581,24565,296,24402,3690,172300,1235,5759,2556,290470,19856,3417,78222
27686,78223,55063,45687,34.9,10877,35782,2735,30535,3062,8243,41722,1250,54473,235,54299,13683,137800,1000,11222,8741,580710,42504,8296,78223
27687,78224,20965,53841,31.0,3261,12526,653,12866,292,1366,15763,618,20374,52,20190,3577,129500,1106,3505,3049,232055,16085,3112,78224
27688,78225,13802,43883,37.7,2657,9082,621,7505,371,558,10885,512,13802,11,13590,3126,97500,983,3530,1655,123845,10953,1906,78225
27689,78226,7357,30669,33.1,1260,4421,168,4965,272,420,5700,304,7341,14,7337,2253,105000,887,898,1422,91065,5838,1374,78226
27690,78227,45553,45396,33.4,7707,27292,2217,24724,2257,4641,33792,1551,45354,81,45476,10505,129700,1036,8437,6523,473880,35011,7332,78227
27691,78228,57172,46736,34.9,10057,36390,1989,29192,1355,4134,44677,1952,56973,127,55989,13445,147800,953,11375,8261,561190,45559,9655,78228
27692,78229,34082,44574,29.8,4115,21714,1549,16389,3321,8176,27999,804,33197,49,33349,7710,178500,1172,2392,13925,333175,28559,6808,78229
27693,78230,42387,69171,38.2,4290,30130,1744,25032,2634,14514,35822,1192,42133,35,42232,3945,317000,1214,9335,9735,431720,36356,7334,78230
27694,78231,9972,106719,38.7,744,6966,597,6778,658,4503,8259,237,9913,0,9972,432,366800,1267,2691,1329,95715,8441,1808,78231
27695,78232,36169,85029,38.5,3294,25179,2106,26926,2037,19408,28626,738,35636,27,35877,3893,322700,1353,8611,6475,368225,28914,4086,78232
27696,78233,47172,68157,34.6,7727,30893,3227,27126,5186,15695,36976,1119,46850,109,46867,6039,185800,1391,10910,7168,484020,37526,6101,78233
27697,78234,5534,85903,20.9,198,2041,165,3571,757,3125,4058,31,2691,0,3553,297,,2110,2,965,33505,4133,1276,78234
27698,78235,2548,60202,27.4,387,1557,68,1563,184,313,2044,33,2517,5,2548,363,,1388,0,1209,37945,2063,757,78235
27699,78236,8154,73750,21.3,220,1904,220,5518,1083,4944,7362,109,1635,0,1960,136,,1832,12,464,45220,7411,3839,78236
27700,78237,38492,38447,34.1,7032,24152,1228,20109,721,1042,29128,1517,38434,105,38379,10977,93700,939,7687,4719,357405,29729,5920,78237
27701,78238,25900,54287,34.7,4209,17271,1840,12426,1490,4164,20698,866,25742,241,25779,3391,180900,1113,5005,5523,284090,21259,4766,78238
27702,78239,30482,71721,36.0,5122,20290,1956,16177,5316,8363,23851,760,30124,51,30102,3999,201600,1357,7246,2742,297085,24104,4209,78239
27703,78240,57532,61241,31.9,6138,37851,3745,30427,6679,15582,45626,1504,56769,232,56878,8574,228800,1252,8456,16195,605970,46410,9832,78240
27704,78242,36404,45589,27.8,4826,19712,979,19563,937,2527,25251,1858,36332,105,36299,10082,116400,1111,5493,5112,370165,26039,5726,78242
27705,78243,299,,22.0,0,57,21,153,123,135,299,0,0,0,0,0,,,0,0,,299,204,78243
27706,78244,36234,64968,33.0,4635,23275,2395,15592,9557,7476,27490,820,35791,62,36149,3575,180700,1512,8510,3563,423710,27988,4999,78244
27707,78245,92770,83005,30.8,12928,57093,6724,51810,10888,18363,69219,2562,90323,660,91593,8695,218100,1480,21554,8277,1219725,70250,13706,78245
27708,78247,49888,84283,37.4,5155,33794,3447,31846,2881,21165,39726,1695,49368,235,49452,3816,235000,1418,14000,4576,550115,40536,6187,78247
27709,78248,13366,125089,42.9,777,9681,448,10330,251,8001,10963,180,13255,8,13292,293,424900,1304,3836,1667,131405,11073,1530,78248
27710,78249,60769,78836,28.2,3914,34971,3166,34981,4014,18696,51216,2003,60478,70,57081,8659,262800,1379,11375,11191,667190,51734,14027,78249
27711,78250,59434,80403,34.5,7302,39057,4892,35096,2277,13493,45904,1395,59177,257,59250,5582,200300,1421,14372,5240,766020,46451,8537,78250
