my_row_id,Zip_Code,Population,Median_Income,Median_Age,Bachelor_Degree,Total_Education_Population,Graduate_Professional_Degree,White_Alone,Black_Alone,Hispanic_Latino,Employment_Status,Unemployment,Total_Health_Insurance_Coverage,Without_Health_Insurance,Total_Pop_Poverty_Status,Below_Poverty_Level,Median_Home_Value,Median_Gross_Rent,Owner_Occupied_Units,Renter_Occupied_Units,Means_of_Transportation_to_Work,Total_Pop_Marital_Status,Married_Population,ZCTA
1895,06516,55336,72827,36.1,10983,35892,2577,31247,9822,27477,45372,2322,55093,125,51614,5812,247800,1322,10625,9780,573095,45992,10495,6516
1896,06517,14287,93877,43.9,2198,10344,578,9449,2805,8926,11708,403,14153,0,14155,1207,298800,1289,3757,2259,141295,11794,2099,6517
1897,06518,20849,101493,29.9,2443,12128,725,14705,3090,14159,18973,716,20646,43,15407,1539,290600,1964,4127,2431,210535,19080,5138,6518
1898,06519,16050,40069,33.0,3599,9781,411,5568,4186,3008,11715,518,15810,66,15742,4845,213900,1335,1464,4086,139545,12046,2586,6519
1899,06524,5295,141000,42.9,930,3686,126,4940,127,4862,4300,199,5293,0,5226,74,414500,1605,1615,127,78190,4314,676,6524
1900,06525,9050,190536,46.2,587,6430,372,7381,162,7157,6914,357,8956,0,8947,103,506400,1812,2855,325,96670,7133,647,6525
1901,06604,28264,42282,38.9,4933,19966,1312,12715,5104,9535,23853,1619,27589,0,26558,6694,230600,1366,4418,7194,378935,24094,5784,6604
1902,06605,25860,57751,34.4,3892,17386,1001,13000,4837,10207,21075,2035,25759,0,25752,6324,238900,1375,3372,6940,339020,21515,5202,6605
1903,06606,54125,64142,40.1,11018,36837,2665,25755,11093,21281,44720,2293,53871,103,52633,9051,238300,1466,11096,7928,707135,45530,10090,6606
1904,06607,7133,48038,29.7,1532,4197,282,845,2823,354,4948,242,7102,0,7082,2450,167300,1421,851,1280,91835,4989,1161,6607
1905,06608,10923,39450,34.2,1920,6828,327,2353,2838,806,8278,556,10880,21,10830,3601,190400,1274,1026,2920,120350,8423,1939,6608
1906,06610,22165,49396,39.3,4511,15827,1051,9453,5501,5925,18238,864,21792,0,21818,5015,212000,1252,4355,4170,274460,18456,4062,6610
1907,06611,36922,153846,42.7,4195,24686,1535,29837,593,29351,28332,1248,36737,51,36682,1666,470100,2326,10560,1260,483415,28950,4433,6611
1908,06612,7630,181934,47.1,691,5255,318,6913,79,6853,5968,181,7630,0,7615,570,702200,2459,2245,441,88590,6179,901,6612
1909,06614,36184,99934,48.1,6759,27214,2222,30003,2189,28560,30771,1375,35936,0,35912,1825,320600,1768,12641,1458,456760,31253,5355,6614
1910,06615,16252,78636,44.7,3188,11991,1013,10702,3155,9872,13527,501,16252,0,16190,1414,336200,1465,4642,2080,217445,13635,2528,6615
1911,06702,3260,14852,54.8,1012,2742,65,1036,1076,718,2941,208,2984,0,2969,1576,264000,645,95,1784,25535,3045,820,6702
1912,06704,30124,47736,36.4,6235,19737,1674,10699,11227,4935,23795,1837,30026,71,29819,7523,157800,1119,5351,6582,305860,24300,5391,6704
1913,06705,25744,54129,39.5,5948,17814,1659,12830,5353,8907,20596,1089,25484,61,25258,5072,153200,1166,4744,6378,269825,21000,4214,6705
1914,06706,15459,54075,36.5,3710,10680,700,6604,3666,4643,12339,686,15451,8,15383,3197,148100,1161,2495,2922,171490,12477,2566,6706
1915,06708,29215,61111,35.6,5997,19123,1182,16624,6089,12783,23651,931,29104,0,28585,4447,179400,1251,6268,5634,427125,23985,5421,6708
1916,06710,10684,47792,31.7,1735,6372,381,3572,4635,2847,7829,763,10536,0,10418,2798,188000,1117,1220,2512,89385,7926,2115,6710
1917,06712,9411,124382,45.7,1671,6839,741,8000,456,7592,7409,68,9316,0,9277,250,331100,1676,2910,298,113250,7669,941,6712
1918,06716,16094,113214,43.2,2836,11267,1012,14063,675,13548,13052,399,15984,0,15984,212,287600,1486,5247,795,229260,13300,2281,6716
1919,06750,1333,120417,48.0,313,1023,84,1271,50,1157,1154,13,1333,0,1333,91,335400,830,418,215,15605,1159,147,6750
1920,06751,3399,113650,44.8,652,2467,290,3102,29,3045,2812,16,3388,0,3375,255,342100,1043,988,317,42625,2944,569,6751
1921,06752,1709,149722,54.8,248,1379,87,1625,19,1618,1492,35,1709,0,1709,32,539900,2167,620,80,20250,1508,165,6752
1922,06753,28,,67.0,0,28,6,28,0,28,28,0,28,0,28,0,,,17,0,565,28,2,6753
1923,06754,1912,104821,40.0,284,1137,94,1258,61,1237,1749,16,1912,0,1912,237,395200,2074,566,107,24370,1758,598,6754
1924,06755,826,107316,49.2,182,611,38,755,0,755,700,0,826,0,826,40,437500,1911,273,58,9655,700,87,6755
1925,06756,3001,139283,47.3,394,2188,171,2567,2,2445,2436,56,3001,0,3001,163,401400,1824,1012,137,53575,2492,383,6756
1926,06757,2029,93438,54.9,352,1692,125,1669,0,1578,1823,36,1969,0,1918,180,355200,,650,280,18440,1823,362,6757
1927,06758,24,68750,72.6,9,24,0,24,0,24,24,0,24,0,24,0,325000,,15,0,,24,0,6758
1928,06759,5550,118527,49.8,753,4286,314,4619,215,4338,4649,140,5464,0,5444,245,407600,1358,1966,385,55495,4741,644,6759
1929,06762,7665,135114,41.5,785,5280,575,6722,41,6584,6059,235,7614,0,7611,392,410600,,2528,284,83505,6174,671,6762
1930,06763,2035,102284,47.6,468,1541,132,1824,90,1824,1728,103,2035,0,2035,235,386000,1132,794,79,21720,1732,225,6763
1931,06770,31741,91114,38.7,5829,22566,1859,21548,4033,19251,26789,1058,31528,0,31416,1742,226300,1238,8108,4177,493245,27181,5650,6770
1932,06776,27318,97348,42.3,4772,18962,1518,22229,1155,21401,22149,1345,27108,0,27098,2044,358800,1442,8432,1975,393935,22500,2766,6776
1933,06777,1570,106118,49.3,221,1179,108,1277,32,1277,1252,26,1570,0,1569,255,399500,,544,99,12200,1274,81,6777
1934,06778,1409,76953,49.5,361,1020,175,1278,0,1161,1227,64,1409,0,1409,1,302000,1216,516,19,16840,1227,139,6778
1935,06779,7987,81686,44.1,1708,5974,536,7195,199,6530,6630,95,7987,0,7987,285,256300,1272,2445,961,97795,6673,1186,6779
1936,06782,2314,99712,50.3,497,1725,193,2062,104,1821,2041,19,2252,0,2252,156,275700,1281,741,93,26575,2073,341,6782
1937,06783,2061,131667,52.9,172,1679,76,1883,32,1801,1763,42,2061,0,2061,71,683700,1791,784,180,31415,1816,250,6783
1938,06784,3515,112656,58.1,430,2833,92,3068,25,2933,3033,76,3515,0,3515,72,533400,1895,1458,131,45395,3066,403,6784
1939,06785,904,110774,50.6,90,648,22,874,0,817,778,0,904,0,838,17,883100,,272,61,6270,811,172,6785
1940,06786,9398,93110,42.1,1980,6523,756,8312,1,7727,7801,377,9398,52,9324,791,227800,1160,2719,943,127235,7950,1306,6786
1941,06787,7502,91913,41.1,1631,5141,380,6716,152,5969,5910,119,7497,0,7479,259,247900,1045,2376,613,102025,6034,995,6787
1942,06790,35563,66762,40.9,8040,25574,2281,25797,3697,23061,29570,1135,35036,0,34804,5076,181100,1086,9399,5272,450695,30043,5971,6790
1943,06791,5539,102282,46.0,878,3974,508,5012,277,4861,4525,133,5538,0,5522,174,345100,1634,1947,136,70945,4575,660,6791
1944,06793,1381,112500,43.6,163,989,41,1297,0,1044,1247,38,1321,0,1244,59,957100,1739,336,210,43965,1265,227,6793
1945,06794,971,53214,37.6,173,710,64,622,0,622,768,9,971,0,971,68,382700,1130,274,136,12370,768,66,6794
1946,06795,14190,86104,44.2,2464,10663,846,11828,298,11124,11914,460,14098,0,14078,1243,310700,1132,4361,1029,142305,12011,1676,6795
1947,06796,799,104444,59.5,122,644,35,746,23,743,723,49,799,0,799,72,476800,2015,310,48,10675,724,89,6796
1948,06798,9775,120577,53.5,1505,7756,615,8800,224,8686,8495,179,9669,0,9775,418,431000,1584,3466,1028,153690,8579,901,6798
1949,06801,20406,108382,40.9,2786,13898,1008,14152,1411,13568,16168,537,20246,76,20205,856,404100,1457,5795,1595,292470,16433,2640,6801
1950,06804,17797,132349,46.9,2840,12790,1055,15187,437,14518,14798,279,17705,0,17676,808,421600,1854,5628,1051,239610,15170,2258,6804
1951,06807,7641,190515,39.5,707,4911,230,5251,347,4906,5764,237,7634,0,7634,427,1235700,2448,1858,867,79140,5901,710,6807
1952,06810,54957,71618,36.6,8657,36343,2593,23640,7681,19950,43688,2080,54464,162,53837,6881,322200,1743,8941,11209,796870,44260,9161,6810
1953,06811,31170,100348,42.7,4884,22084,1449,19927,3831,18555,26877,930,30317,0,29106,1914,381300,1652,8734,2713,415640,27129,5196,6811
1954,06812,13596,140844,42.3,2195,8786,470,11384,145,10816,10715,491,13596,0,13464,689,416900,1946,4219,371,210445,10919,1633,6812
1955,06820,21571,250001,39.5,514,13411,304,18002,330,17556,15624,525,21571,31,21571,1166,1601600,3484,6028,1088,271395,16059,2093,6820
1956,06824,36969,182768,37.5,1942,22105,775,33780,213,33349,28642,1293,36820,6,33631,1762,786000,2167,9901,1880,447820,29534,5216,6824
1957,06825,20565,131397,44.5,1876,13699,725,17723,323,17185,16775,599,20235,102,18796,1069,571900,1831,5650,1401,264190,17249,3089,6825
1958,06830,24881,140024,43.4,2231,17019,930,18526,1322,16103,19967,1039,24701,0,24709,1520,1719600,2256,5128,4295,270095,20342,3072,6830
1959,06831,14681,215797,47.6,1306,10925,490,12496,636,12192,12151,362,14446,0,14446,578,1523700,2422,3886,1311,168640,12402,1511,6831
1960,06840,20709,250001,43.5,663,13183,376,17781,335,17473,15747,458,20667,42,20641,490,1434400,3278,5985,1054,261265,16316,1774,6840
1961,06850,19286,115958,39.6,2174,14133,1056,10633,3386,9161,16225,821,19159,15,19141,1690,521800,2155,4438,3283,251930,16554,2983,6850
1962,06851,28217,103156,41.8,3846,21412,1746,17197,4689,15216,23894,772,28083,128,27974,2320,514200,1925,6593,4631,369740,24288,3768,6851
1963,06853,3160,250001,42.4,133,2145,62,2890,54,2844,2422,81,3160,15,3147,130,1342900,1672,975,225,34895,2485,187,6853
1964,06854,32228,80398,36.7,5023,21937,1605,13935,7330,8909,25906,1009,32228,37,32014,5155,428600,1699,5438,6284,427740,26517,6517,6854
1965,06855,8085,97880,44.4,1472,6392,376,5353,865,4528,6920,457,8085,0,8081,529,495400,1825,1883,1504,105535,7027,1467,6855
1966,06870,8096,215000,40.5,360,4906,112,6485,196,6325,5665,140,8061,0,8096,267,1566400,3501,2210,524,84110,5822,630,6870
1967,06877,25059,169623,45.5,1236,17310,812,21764,622,20916,19440,540,24943,0,24943,912,757900,2025,7851,1351,313345,19663,2037,6877
1968,06878,8303,250001,41.9,224,5102,142,5812,272,5053,6063,232,8303,0,8303,286,1704500,1929,2207,416,90885,6293,907,6878
1969,06880,27331,242574,45.9,1446,18237,618,22708,480,21886,20972,662,27211,16,27078,1254,1206500,2143,8647,1112,329755,21355,2759,6880
1970,06883,10336,220754,46.1,442,6849,352,8243,491,7915,8013,210,10336,0,10336,194,927800,3501,3453,96,142165,8340,811,6883
1971,06890,4443,197143,44.0,199,2957,122,4022,41,3985,3395,92,4343,0,4343,186,1062300,2947,1485,159,63375,3442,442,6890
1972,06896,8747,165176,50.7,762,6441,314,7500,40,7282,7257,240,8593,0,8593,321,634300,1211,2971,392,102195,7347,738,6896
1973,06897,18473,230545,43.7,1102,12060,422,14807,338,14425,14242,507,18249,0,18218,396,863000,1685,5511,699,252340,14683,1907,6897
1974,06901,9599,75815,33.5,635,7315,334,4820,2464,3852,8400,305,9599,0,9462,1681,453300,2120,611,4883,127025,8400,2014,6901
1975,06902,73238,85517,36.6,10625,52296,3095,31333,17087,22847,60646,2801,72726,115,72178,8244,482200,2078,11086,17361,934520,61692,13160,6902
1976,06903,13266,206397,49.6,768,9564,467,10297,726,9815,11331,342,13136,7,13136,303,853100,3501,4236,432,197075,11494,1569,6903
1977,06905,20201,125804,39.1,1667,14298,804,12669,2370,11748,16375,341,20167,0,20125,1310,588500,2315,4737,3251,280715,16641,2862,6905
1978,06906,10057,95778,36.8,1555,6775,324,5872,991,3990,7697,252,10057,160,10055,857,557600,2112,1707,1749,117310,7937,1386,6906
1979,06907,8948,112827,37.1,1031,6201,327,5387,1569,4859,7146,338,8948,12,8929,1166,537600,2023,2229,1198,115400,7197,1359,6907
1980,07001,17211,84549,39.3,4048,12627,855,7192,4086,5938,14030,492,13929,0,13929,1566,326700,1722,2801,2593,204745,14262,3841,7001
1981,07002,70497,80044,38.2,12784,49185,3047,38067,8437,29109,55874,2185,70347,0,70406,8417,413100,1474,10654,16544,1025385,56757,10649,7002
1982,07003,52594,92223,37.5,7735,36762,2621,25880,10915,20276,42949,2176,52505,304,51854,4436,425100,1702,10583,9990,798015,43498,8522,7003
1983,07004,7723,110703,49.0,1307,5737,297,7015,61,6839,6198,406,7723,0,7723,688,621400,2568,2410,541,71915,6308,697,7004
1984,07005,15106,120783,42.5,2324,10492,639,11406,700,10971,12172,362,14919,0,14886,686,552300,1699,3896,1693,167600,12462,2077,7005
1985,07006,26449,144142,44.0,2411,18840,1333,21163,709,20518,21383,690,26231,0,25644,727,642300,1908,7557,2440,331170,21668,2859,7006
1986,07008,25170,79081,37.6,4995,16650,1263,8011,4096,5432,19857,923,25170,202,25092,2544,337200,1833,4444,3718,344065,20496,4003,7008
1987,07009,13225,152813,45.3,1624,9552,505,10912,353,10345,10954,681,12503,0,12442,416,583600,1557,4097,791,164565,11036,1242,7009
1988,07010,25546,96734,39.9,3460,18636,1114,14733,711,10766,21486,495,25546,0,25412,2831,520800,1743,5084,5442,413075,21648,3644,7010
1989,07011,40042,71489,38.5,9575,28222,1596,20573,2278,13623,32692,1376,39840,96,39796,3644,383200,1578,6033,7751,540025,33209,6843,7011
1990,07012,14870,94615,37.8,2195,9962,778,9686,808,8722,11195,350,14869,0,14868,963,423900,1691,2916,2473,195925,11437,1839,7012
1991,07013,29725,113991,44.7,5983,22719,1137,18964,862,16701,25304,1125,29725,15,29700,1607,450400,1658,8369,3145,400200,25557,4103,7013
1992,07014,4098,110625,46.4,920,3203,203,3047,16,2143,3534,299,4098,0,4098,230,417600,1773,1306,477,63285,3534,576,7014
1993,07016,23838,152941,43.1,3125,16871,610,21313,306,20718,19389,468,23573,16,23555,657,608700,1952,7192,1972,346215,19661,2970,7016
1994,07017,39557,60137,35.6,8943,27536,2024,1286,30898,710,30928,2513,38981,72,38743,6567,290300,1284,4609,10417,565230,31483,6742,7017
1995,07018,29216,57482,34.3,5402,19495,1505,758,24528,484,22887,1671,29066,31,28826,5863,270900,1404,2780,8496,395955,23323,5718,7018
1996,07020,14394,136806,38.8,1122,11533,336,5830,747,5179,12444,376,14394,11,14367,873,750200,2580,2969,4055,288060,12444,2091,7020
1997,07021,2290,247000,44.1,103,1454,34,1865,38,1791,1624,44,2290,0,2290,18,945500,3501,707,19,22660,1642,158,7021
1998,07022,14935,59359,40.2,2822,10735,654,8644,337,4980,12852,556,14935,73,14933,2506,475600,1517,1895,3928,222940,12869,2992,7022
1999,07023,7723,177727,43.6,594,5437,258,5861,355,5627,6086,204,7647,0,7628,101,588100,2254,2438,370,132620,6238,622,7023
2000,07024,39781,101603,46.6,4890,31118,1753,17180,1091,15107,33652,1010,39723,65,39751,3268,393200,2161,10694,7610,612420,33965,4632,7024
2001,07026,32472,72026,38.4,8307,22798,1899,22459,1815,16660,26718,823,32460,50,32299,4791,430500,1491,5375,6169,432920,27088,5187,7026
2002,07027,4542,107823,41.5,899,3460,353,3526,0,3412,3881,162,4542,0,4542,162,469800,1575,1000,956,66050,3929,858,7027
2003,07028,7970,239192,41.1,389,4938,260,6238,241,5980,5894,253,7970,14,7970,96,693100,2042,2419,121,107830,5916,573,7028
2004,07029,21935,71750,34.1,3790,16130,1001,7909,1245,5273,18072,683,21742,96,21836,3356,422100,1934,2146,7231,379485,18320,4083,7029
2005,07030,58754,168137,32.0,2976,44236,725,40924,2623,37378,50500,1404,58752,33,57044,4511,859300,2648,9589,18290,1015180,50826,13029,7030
2006,07031,16352,96869,40.4,3322,12385,865,11723,247,9390,13722,552,16352,0,16352,1493,442700,1656,3116,3518,267735,13939,2375,7031
2007,07032,41157,81307,39.1,8719,29402,1764,20419,1979,13363,33730,1274,39294,52,39209,4264,404000,1557,6933,7770,652600,34129,7549,7032
2008,07033,8345,97600,37.0,1340,5533,645,5319,398,4683,6181,380,8345,0,8336,667,462100,1884,1844,958,97710,6197,928,7033
2009,07034,10064,95673,39.2,1634,7413,490,5189,378,4891,8474,322,10064,0,10064,256,390400,1402,2480,1678,111020,8633,1496,7034
2010,07035,10922,112579,46.8,2130,8409,453,8485,331,8233,9540,689,10268,0,10268,212,408200,1658,3197,939,154625,9664,1752,7035
2011,07036,44996,85748,40.2,9896,31767,3248,19562,12344,15612,36605,2007,44762,116,44712,3577,355300,1541,9337,6639,674670,37130,7087,7036
2012,07039,31091,202619,44.2,2087,20918,739,18703,1283,18281,23988,747,30806,0,30806,1088,709800,2818,9037,1341,365960,24476,3291,7039
2013,07040,25384,165681,39.1,1431,16490,716,13783,8494,13171,19331,1036,25375,0,25332,854,638000,1990,6467,1934,384200,19558,3699,7040
2014,07041,7412,199602,39.4,405,4973,53,4027,119,3726,5530,184,7412,0,7402,329,941800,1933,1786,803,116015,5683,763,7041
2015,07042,26945,130329,40.3,2316,19175,1219,14574,7230,13570,21594,733,26812,1,26787,1911,673900,1956,5592,5333,384405,22203,4502,7042
2016,07043,13425,231214,41.0,271,8527,242,10400,825,9947,10278,472,13425,0,12942,270,883400,2294,3585,699,174605,10511,1506,7043
2017,07044,14438,153236,44.0,1579,10360,542,12789,169,12038,11350,291,14438,0,14438,644,577100,1939,4644,1177,182180,11600,1257,7044
2018,07045,10240,163047,51.0,1304,7750,240,6792,88,6593,8776,190,10238,0,10238,220,649900,2250,3664,56,146405,8911,1360,7045
2019,07046,4499,250001,43.7,245,2692,68,3717,0,3531,3202,55,4499,0,4499,59,869800,3501,1376,54,48385,3314,385,7046
2020,07047,62066,76053,41.2,9599,44727,2996,26816,2135,12416,50826,1874,61431,66,61430,7347,446200,1630,10296,13663,1023515,51691,9122,7047
2021,07050,33523,50498,35.4,6549,21662,1317,4233,19967,2002,25896,1539,33212,115,33168,7136,304300,1410,2740,9566,409410,26371,6130,7050
2022,07052,48399,127931,41.7,5640,34304,2238,22753,13079,20705,39422,1776,47631,12,47573,3142,472300,1729,12464,4880,739310,40023,6159,7052
2023,07054,30392,105434,40.6,3183,22068,1259,14541,1156,13504,25485,1042,30168,6,30097,1552,558400,1646,5958,6005,375160,25791,3906,7054
2024,07055,70048,57832,30.5,14176,39814,1441,25069,5253,10196,50611,3987,69833,74,69700,15265,379800,1341,4446,15736,685700,51986,13705,7055
2025,07057,11838,79270,39.3,2532,8821,857,8756,500,7969,9846,494,11838,40,11801,1271,452200,1454,1720,3274,159340,9954,1529,7057
2026,07058,6052,152422,39.3,395,4304,411,3992,111,3765,4885,108,6052,0,6022,256,678600,2249,1441,767,63210,4991,1076,7058
2027,07059,16208,196122,45.0,1698,11199,404,11616,504,11118,12790,205,16146,10,16146,541,862800,2032,4922,632,221210,13292,1786,7059
2028,07060,47883,66761,34.3,7591,30338,1653,9908,12067,6209,37171,2730,47566,193,47319,8474,339400,1489,6140,9538,671120,37635,8207,7060
2029,07062,14253,90477,36.7,2371,9405,560,2251,7104,1910,11107,873,14233,111,14168,1839,348700,1674,2912,1681,203085,11392,2621,7062
2030,07063,14849,82188,32.8,2525,9344,580,2365,5307,1437,11012,706,14849,90,14618,2384,345600,1669,2655,1582,225995,11187,3207,7063
2031,07064,4031,140104,40.5,819,2796,236,1711,429,1121,3195,131,4026,0,4031,36,399100,1307,1122,88,66210,3249,707,7064
2032,07065,29664,86557,39.3,5648,21122,1498,11563,9437,9500,24037,1353,29541,15,29517,2027,343200,1646,6655,5424,416735,24410,4707,7065
2033,07066,15415,120882,43.1,2828,11121,706,13530,386,12735,12454,372,15300,0,15221,433,546800,1734,4526,1376,206585,12592,1743,7066
2034,07067,18581,129122,42.7,2820,13471,957,12538,732,11349,15040,285,18581,0,18498,1056,439800,1835,5558,662,266380,15443,2241,7067
2035,07068,6221,135451,46.1,845,4725,239,4806,31,4666,4962,179,6221,0,6221,114,614300,3092,1884,567,73425,4991,568,7068
2036,07069,6651,152168,45.6,662,4926,273,5366,26,4985,5444,240,6539,0,6358,140,788800,2302,2033,291,80415,5458,912,7069
2037,07070,18754,128576,40.5,2318,13006,779,12658,519,10777,15759,351,18754,0,18329,748,572300,1700,4211,2544,280850,16047,3442,7070
2038,07071,22332,104338,41.0,4258,16270,1191,15349,959,13180,18577,614,22332,0,22288,1324,477100,1705,5227,3828,321380,18916,3569,7071
2039,07072,6341,89669,43.4,1557,4602,444,4819,63,4264,5569,184,6341,0,6332,604,517200,1493,1543,1043,108875,5595,1466,7072
2040,07073,10020,92536,38.3,1395,7393,613,5603,429,5002,8484,248,10020,0,9994,571,446900,1712,1444,2814,152795,8522,1381,7073
2041,07074,3093,90263,37.3,557,2051,170,2158,56,858,2330,58,3093,1,2897,76,416400,1111,668,282,40375,2346,333,7074
2042,07075,9978,132901,38.0,1049,7250,639,6818,260,5935,8375,262,9978,0,9977,543,499700,1764,2432,1419,161635,8455,1280,7075
2043,07076,24727,179531,42.8,2172,17016,939,16612,2055,15675,19318,563,24613,0,24613,617,663700,1790,7352,1471,349180,19680,2563,7076
2044,07077,2695,107887,48.1,823,2080,176,1635,271,1570,2211,89,2695,15,2695,112,360300,1387,786,298,36090,2225,160,7077
2045,07078,14287,250001,41.6,241,8830,293,7496,331,7281,10334,307,14287,0,14287,528,1566500,3501,3932,581,186175,10652,1056,7078
2046,07079,18648,173012,35.8,900,11192,433,11484,4548,11025,15025,497,18648,37,16193,1085,769100,2186,3842,2021,269650,15209,3269,7079
2047,07080,24256,123516,41.8,4012,17723,1228,13386,2838,11893,19914,994,24045,30,24002,856,417500,1881,6950,1189,310430,20208,3228,7080
2048,07081,17011,141759,42.9,1694,12135,386,11279,1858,10413,14017,511,17011,10,17010,759,552400,2089,4082,2528,226115,14305,2107,7081
2049,07082,5612,153977,43.8,566,3760,174,4706,39,4598,4445,136,5612,37,5521,131,633300,1848,1871,97,68080,4532,582,7082
2050,07083,56900,114938,41.9,9210,41358,2713,19658,19698,17667,48268,1913,56595,0,55219,3184,404400,1879,14742,5000,839560,49105,8602,7083
2051,07086,16790,120395,37.6,1979,13449,386,9773,558,7302,14108,383,16790,41,16735,1252,770600,2314,2719,5143,307565,14335,3310,7086
2052,07087,67258,59967,36.6,13559,45032,2094,24697,4136,7772,53847,2860,66893,96,66606,13530,448000,1415,5048,20562,1030445,54825,12600,7087
2053,07088,3056,86556,42.0,555,2102,39,302,2180,290,2536,106,3056,0,3056,242,333600,1825,673,472,43290,2643,597,7088
2054,07090,30852,202450,40.4,1873,20018,648,24403,857,23830,22926,624,30656,31,30606,604,889400,2179,8331,2108,373350,23438,2821,7090
2055,07092,6991,162531,50.1,739,5024,247,5380,81,5265,5588,110,6874,0,6874,166,719000,3501,2141,396,90445,5697,424,7092
2056,07093,64203,70683,37.2,10534,46223,2173,28262,1973,9844,52683,2797,64125,0,63641,12613,388200,1595,6895,18686,1058230,53297,11706,7093
2057,07094,21470,129348,39.0,2736,16365,780,9941,924,8380,17779,772,21111,60,21111,1122,557800,2154,4369,4238,296915,18007,3097,7094
2058,07095,20927,103481,37.9,3481,14668,1506,11162,2649,8545,16836,752,20890,0,20771,1191,344200,1973,4187,3625,287735,16952,3157,7095
2059,07102,13506,35515,33.6,2534,9035,556,3033,6633,1985,11646,432,13413,16,12098,3891,368400,1159,400,5888,183230,11680,3722,7102
2060,07103,35318,40653,31.7,6123,21124,1234,3151,25586,1692,27337,1684,34791,122,32279,9416,238900,1216,2949,9844,393430,27895,7511,7103
2061,07104,55412,51511,34.0,9793,35720,1903,17263,13711,5016,43332,2250,54933,66,54717,12299,330000,1280,5475,14722,719020,44172,11289,7104
2062,07105,56696,51927,34.9,16966,38416,1003,22627,3853,14553,45114,2601,53577,166,53510,10363,430000,1520,3380,16104,834850,45677,12412,7105
2063,07106,36538,48983,35.6,7884,24646,1800,878,29161,729,28724,2915,36486,21,36415,7391,282800,1163,4319,8363,587345,29133,6544,7106
2064,07107,41907,46916,36.2,9466,27097,1492,9050,13447,2575,32401,2124,41848,61,41770,9946,317400,1239,4664,10448,522845,32907,7697,7107
2065,07108,27830,32739,31.7,5369,16734,1617,1096,21956,199,20134,1531,27812,67,27688,9536,298200,1055,1850,9280,325735,20622,4890,7108
2066,07109,37893,85374,40.0,7647,26730,2018,18218,3208,10646,31306,2012,37847,97,37853,4205,360700,1551,7403,6312,559200,31671,5607,7109
2067,07110,29695,112318,40.5,4935,21493,1400,20721,947,18768,24324,737,29682,37,29695,1555,462500,1622,7926,3750,442090,24696,4013,7110
2068,07111,60268,57293,35.4,13162,39815,3042,3777,49604,1770,47602,3111,60096,81,59684,11317,258900,1273,6593,15585,918075,48615,13337,7111
2069,07112,27122,49966,36.0,5855,17644,1256,816,24148,279,21371,1873,27122,130,27098,6010,291200,1301,3029,7794,381800,21820,5552,7112
2070,07114,13154,32591,38.7,2846,9708,614,2479,6190,1871,11088,652,10088,0,9995,3387,409300,625,870,3335,100990,11132,4970,7114
2071,07201,27996,60377,36.0,6563,18482,1161,9650,6434,3276,21154,1079,27887,94,27840,4743,363800,1414,2157,7388,374430,21405,4791,7201
2072,07202,44673,63032,36.4,11138,29431,1120,10163,6501,5882,34926,790,43941,207,43808,5759,328600,1407,3694,11291,469285,35454,8637,7202
2073,07203,22500,75264,38.3,4922,15645,1054,4569,10202,3324,18781,1055,22495,0,22494,1870,293300,1367,4391,3832,361660,19136,3694,7203
2074,07204,13964,97769,38.0,2581,10129,607,6841,1510,5835,11295,373,13964,0,13947,661,359400,1455,3069,2031,193355,11466,2138,7204
2075,07205,22262,89804,36.6,4155,15070,703,5043,10779,4192,17748,919,22222,118,21889,2328,339700,1596,5066,2182,306000,18107,3961,7205
2076,07206,30364,54206,32.3,6538,18283,542,4849,5820,2320,22797,709,30193,95,29918,6030,296300,1457,2350,6489,287945,23292,6217,7206
2077,07208,32632,59085,37.7,7531,21820,1361,13440,5339,6189,26053,1479,32617,270,32601,4066,408700,1309,3238,8881,465635,26391,6072,7208
2078,07302,53237,165235,34.4,3733,43574,996,23071,3978,20351,45727,1193,52941,12,52888,3887,862800,2792,6595,19934,934705,45958,10177,7302
2079,07304,50805,65504,33.7,8877,33843,1746,12488,17034,8955,39126,2438,50775,115,50727,10351,466000,1500,5494,13628,737885,40006,9422,7304
2080,07305,70738,73735,36.2,13228,47259,2997,13592,30120,8655,55019,2671,70546,55,69862,12422,400600,1523,10968,14660,1067950,55890,11918,7305
2081,07306,54779,74610,35.4,7290,38848,2084,17520,6703,13237,45076,1679,54480,113,53544,9263,477600,1522,5292,17290,864570,45405,9754,7306
2082,07307,42184,76664,35.7,6742,30792,1493,16356,3086,10970,34731,1162,42020,51,41922,5521,546600,1591,5748,11384,667685,35001,8570,7307
2083,07310,14371,191912,31.1,654,11590,185,4245,1008,3638,13117,257,14371,0,14371,1611,859300,3327,785,6337,241910,13188,4181,7310
2084,07311,1785,175795,30.4,0,1540,0,520,17,462,1614,24,1785,0,1785,79,,3501,0,1163,31760,1614,487,7311
2085,07401,6817,163875,45.7,283,4549,215,5186,57,5172,5174,110,6740,0,6740,169,731300,2589,1817,454,81430,5310,587,7401
2086,07403,7726,125865,44.1,1263,5409,291,6084,335,5618,6667,197,7626,0,7626,694,364200,1795,1935,1014,118700,6775,1065,7403
2087,07405,17993,125896,42.3,2453,12781,814,15266,161,14280,15051,719,17993,13,17993,822,521900,1563,5448,1362,284505,15270,2875,7405
